"market_hash_name","currency","min_price","max_price","mean_price","median_price","quantity_sold"
"Antwerp 2022 Ancient Souvenir Package","USD",4.65,117.78,17.04,6.85,66
"Antwerp 2022 Challengers Autograph Capsule","USD",0.27,30.72,3.42,0.65,902
"Antwerp 2022 Challengers Sticker Capsule","USD",0.41,30.72,5.46,1.29,1134
"Antwerp 2022 Champions Autograph Capsule","USD",0.29,1.71,1.14,1.35,165
"Antwerp 2022 Contenders Autograph Capsule","USD",0.75,15.19,2.78,1.54,724
"Antwerp 2022 Contenders Sticker Capsule","USD",0.61,20.48,4.28,1.63,1351
"Antwerp 2022 Dust II Souvenir Package","USD",4.78,117.78,16.92,7.03,174
"Antwerp 2022 Inferno Souvenir Package","USD",2.63,110.41,10.41,5.33,92
"Antwerp 2022 Legends Autograph Capsule","USD",0.3,30.72,6.58,1.19,600
"Antwerp 2022 Legends Sticker Capsule","USD",0.65,117.1,4.03,1.49,2377
"Antwerp 2022 Mirage Souvenir Package","USD",3.48,117.78,8.9,5.5,716
"Antwerp 2022 Nuke Souvenir Package","USD",2.92,109.27,16.8,5.77,46
"Antwerp 2022 Overpass Souvenir Package","USD",4.28,8.76,5.47,4.3,34
"Antwerp 2022 Vertigo Souvenir Package","USD",5.38,17.47,9.89,10.28,27
"Antwerp 2022 Viewer Pass","USD",32.13,118.59,62.85,38.22,25
"Antwerp 2022 Viewer Pass + 3 Souvenir Tokens","USD",35.85,92.17,59.87,56.16,18
"Anubis Collection Package","USD",2.75,11.94,4.99,4.78,2416
"AUG | Creep (Factory New)","USD",16.72,16.73,16.72,16.72,3
"Arno The Overgrown | Guerrilla Warfare","USD",27.48,189.98,59.62,52.07,123
"AUG | Creep (Field-Tested)","USD",0.81,0.81,0.81,0.81,1
"Aspirant | Gendarmerie Nationale","USD",19.12,199.28,74.6,72.46,130
"Atlanta 2017 Challengers (Holo-Foil)","USD",106.34,202.3,161.76,179.23,9
"Atlanta 2017 Cobblestone Souvenir Package","USD",1254.61,10558.67,2693.68,1792.3,9
"Atlanta 2017 Dust II Souvenir Package","USD",144.58,144.58,144.58,144.58,1
"Atlanta 2017 Legends (Holo-Foil)","USD",95.7,179.23,129.7,122.4,20
"Atlanta 2017 Mirage Souvenir Package","USD",41.82,47.21,44.52,44.52,2
"Atlanta 2017 Nuke Souvenir Package","USD",92.26,92.26,92.26,92.26,1
"Atlanta 2017 Overpass Souvenir Package","USD",45.87,61.97,55.08,53.02,5
"Atlanta 2017 Train Souvenir Package","USD",33.05,59.74,46.4,46.4,2
"Audience Participation Parcel","USD",709.76,2462.71,1586.24,1586.24,2
"AUG | Akihabara Accept (Field-Tested)","USD",569.95,2960.85,1041.38,716.91,7
"AUG | Akihabara Accept (Minimal Wear)","USD",1305.76,1939.34,1699.06,1852.05,3
"AUG | Akihabara Accept (Well-Worn)","USD",404.53,441.62,419.42,412.1,3
"AUG | Amber Fade (Factory New)","USD",3.19,26.26,8.62,6.29,69
"AUG | Amber Fade (Field-Tested)","USD",1.72,6.43,3.02,2.37,27
"AUG | Amber Fade (Minimal Wear)","USD",2.13,38.34,8.32,5.76,24
"AUG | Amber Fade (Well-Worn)","USD",5.62,8.13,6.87,6.87,2
"AUG | Amber Slipstream (Battle-Scarred)","USD",0.26,11.95,1.64,0.37,9
"AUG | Amber Slipstream (Factory New)","USD",0.9,17.92,3.51,3.58,42
"AUG | Amber Slipstream (Field-Tested)","USD",0.43,11.95,1.0,0.57,81
"AUG | Amber Slipstream (Minimal Wear)","USD",0.35,11.18,0.99,0.47,41
"AUG | Amber Slipstream (Well-Worn)","USD",0.31,11.95,1.17,0.48,23
"AUG | Anodized Navy (Factory New)","USD",41.82,1327.5,312.72,126.32,6
"AUG | Anodized Navy (Minimal Wear)","USD",48.98,48.98,48.98,48.98,1
"AUG | Arctic Wolf (Battle-Scarred)","USD",2.39,7.56,3.0,2.46,15
"AUG | Arctic Wolf (Factory New)","USD",16.72,91.23,35.25,27.46,24
"AUG | Arctic Wolf (Field-Tested)","USD",2.53,179.23,13.59,2.69,21
"AUG | Arctic Wolf (Minimal Wear)","USD",4.4,11.26,6.56,5.62,19
"AUG | Arctic Wolf (Well-Worn)","USD",2.92,4.3,3.61,3.58,5
"AUG | Aristocrat (Battle-Scarred)","USD",1.3,4.44,1.73,1.58,20
"AUG | Aristocrat (Factory New)","USD",7.17,26.63,11.81,10.73,22
"AUG | Aristocrat (Field-Tested)","USD",1.39,2.56,1.76,1.66,44
"AUG | Aristocrat (Minimal Wear)","USD",3.38,45.3,9.01,3.54,17
"AUG | Aristocrat (Well-Worn)","USD",1.77,27.54,4.21,1.91,11
"AUG | Bengal Tiger (Battle-Scarred)","USD",12.55,13.72,12.98,12.68,3
"AUG | Bengal Tiger (Factory New)","USD",87.66,98.99,95.41,97.5,4
"AUG | Bengal Tiger (Field-Tested)","USD",12.84,35.85,16.51,14.33,17
"AUG | Bengal Tiger (Minimal Wear)","USD",33.92,163.86,49.71,37.03,14
"AUG | Carved Jade (Factory New)","USD",74.34,166.62,99.44,96.88,18
"AUG | Carved Jade (Field-Tested)","USD",52.83,64.52,60.57,64.37,3
"AUG | Carved Jade (Minimal Wear)","USD",32.61,59.74,49.97,53.77,4
"AUG | Chameleon (Battle-Scarred)","USD",93.21,94.98,93.8,93.21,3
"AUG | Chameleon (Factory New)","USD",98.43,307.25,120.62,108.71,92
"AUG | Chameleon (Field-Tested)","USD",83.39,274.01,94.86,86.19,56
"AUG | Chameleon (Minimal Wear)","USD",83.52,155.27,93.44,90.75,104
"AUG | Chameleon (Well-Worn)","USD",78.75,155.33,88.75,82.82,16
"AUG | Colony (Battle-Scarred)","USD",3.05,3.07,3.06,3.06,2
"AUG | Colony (Field-Tested)","USD",3.13,65.72,8.69,3.33,13
"AUG | Colony (Minimal Wear)","USD",4.04,22.64,10.14,5.38,5
"AUG | Colony (Well-Worn)","USD",4.78,4.78,4.78,4.78,1
"AUG | Commando Company (Battle-Scarred)","USD",0.02,1.43,0.08,0.04,78
"AUG | Commando Company (Factory New)","USD",0.06,7.91,1.04,0.51,96
"AUG | Commando Company (Field-Tested)","USD",0.02,1.86,0.06,0.04,614
"AUG | Commando Company (Minimal Wear)","USD",0.04,1.79,0.14,0.04,225
"AUG | Commando Company (Well-Worn)","USD",0.02,0.75,0.16,0.04,47
"AUG | Condemned (Battle-Scarred)","USD",0.04,3.64,0.26,0.16,98
"AUG | Condemned (Factory New)","USD",1.92,2.99,2.33,2.21,7
"AUG | Condemned (Field-Tested)","USD",0.05,5.38,0.32,0.14,286
"AUG | Condemned (Minimal Wear)","USD",0.2,10.75,0.56,0.25,73
"AUG | Condemned (Well-Worn)","USD",0.05,5.42,0.25,0.17,68
"AUG | Contractor (Battle-Scarred)","USD",0.02,4.1,0.05,0.04,1981
"AUG | Contractor (Factory New)","USD",0.86,2.39,1.1,0.94,30
"AUG | Contractor (Field-Tested)","USD",0.02,4.42,0.11,0.04,7262
"AUG | Contractor (Minimal Wear)","USD",0.04,3.76,0.31,0.04,399
"AUG | Contractor (Well-Worn)","USD",0.02,4.1,0.04,0.02,1251
"AUG | Copperhead (Field-Tested)","USD",107.54,107.54,107.54,107.54,1
"AUG | Copperhead (Minimal Wear)","USD",106.27,106.27,106.27,106.27,1
"AUG | Creep (Well-Worn)","USD",0.72,0.72,0.72,0.72,1
"AUG | Daedalus (Battle-Scarred)","USD",4.37,12.15,8.56,9.09,6
"AUG | Daedalus (Factory New)","USD",6.32,47.44,15.76,10.63,24
"AUG | Daedalus (Field-Tested)","USD",4.33,91.19,9.79,6.57,26
"AUG | Daedalus (Minimal Wear)","USD",5.13,119.49,23.42,6.6,21
"AUG | Daedalus (Well-Worn)","USD",4.43,4.65,4.56,4.61,3
"AUG | Death by Puppy (Factory New)","USD",18.03,2427.64,270.26,35.83,14
"AUG | Death by Puppy (Field-Tested)","USD",6.36,33.64,14.82,11.92,18
"AUG | Death by Puppy (Minimal Wear)","USD",6.85,29.87,11.88,7.93,25
"AUG | Eye of Zapems (Battle-Scarred)","USD",4.05,8.94,7.17,8.05,12
"AUG | Eye of Zapems (Factory New)","USD",32.92,1393.81,93.24,59.74,55
"AUG | Eye of Zapems (Field-Tested)","USD",5.01,59.74,13.07,10.75,87
"AUG | Eye of Zapems (Minimal Wear)","USD",11.35,401.48,49.31,22.48,26
"AUG | Eye of Zapems (Well-Worn)","USD",6.46,19.12,11.81,11.33,8
"AUG | Flame Jörmungandr (Factory New)","USD",437.56,860.56,561.84,483.52,6
"AUG | Flame Jörmungandr (Field-Tested)","USD",425.36,510.93,468.15,468.15,2
"AUG | Flame Jörmungandr (Minimal Wear)","USD",509.46,659.96,560.5,512.07,3
"AUG | Fleet Flock (Battle-Scarred)","USD",11.27,29.75,19.3,12.62,17
"AUG | Fleet Flock (Factory New)","USD",38.22,136.21,62.56,43.98,12
"AUG | Fleet Flock (Field-Tested)","USD",12.08,172.06,20.07,13.19,58
"AUG | Fleet Flock (Minimal Wear)","USD",13.45,72.77,18.51,15.23,30
"AUG | Fleet Flock (Well-Worn)","USD",11.75,20.31,13.13,12.16,19
"AUG | Hot Rod (Factory New)","USD",531.72,1792.3,871.06,597.42,5
"AUG | Lil' Pig (Battle-Scarred)","USD",53.45,99.88,76.66,76.66,2
"AUG | Lil' Pig (Factory New)","USD",232.21,1532.67,365.21,274.82,17
"AUG | Lil' Pig (Field-Tested)","USD",68.54,1194.87,164.19,92.9,18
"AUG | Lil' Pig (Minimal Wear)","USD",155.05,337.78,214.79,206.53,17
"AUG | Lil' Pig (Well-Worn)","USD",61.18,89.48,78.3,84.24,3
"AUG | Luxe Trim (Battle-Scarred)","USD",0.18,1.03,0.27,0.24,25
"AUG | Luxe Trim (Factory New)","USD",2.35,13.45,5.23,4.96,22
"AUG | Luxe Trim (Field-Tested)","USD",0.24,3.11,0.42,0.26,153
"AUG | Luxe Trim (Minimal Wear)","USD",0.49,12.07,1.09,0.87,163
"AUG | Luxe Trim (Well-Worn)","USD",0.16,3.58,0.24,0.17,69
"AUG | Midnight Lily (Factory New)","USD",460.86,1196.45,673.88,590.17,16
"AUG | Midnight Lily (Field-Tested)","USD",1433.84,1433.84,1433.84,1433.84,1
"AUG | Midnight Lily (Minimal Wear)","USD",540.67,600.73,570.7,570.7,2
"AUG | Momentum (Battle-Scarred)","USD",5.42,55.69,10.6,5.81,35
"AUG | Momentum (Factory New)","USD",67.65,182.46,120.71,135.06,6
"AUG | Momentum (Field-Tested)","USD",5.66,77.55,9.32,6.25,114
"AUG | Momentum (Minimal Wear)","USD",17.89,47.68,24.76,22.7,13
"AUG | Momentum (Well-Worn)","USD",5.36,56.04,8.3,5.84,42
"AUG | Navy Murano (Battle-Scarred)","USD",2.03,17.13,3.8,2.63,28
"AUG | Navy Murano (Factory New)","USD",9.76,40.49,15.65,14.35,19
"AUG | Navy Murano (Field-Tested)","USD",3.49,102.76,10.4,6.33,97
"AUG | Navy Murano (Minimal Wear)","USD",6.18,54.71,12.96,7.17,11
"AUG | Navy Murano (Well-Worn)","USD",2.77,6.37,5.05,5.22,27
"AUG | Plague (Battle-Scarred)","USD",0.92,1.22,1.03,1.03,11
"AUG | Plague (Factory New)","USD",4.0,11.94,6.7,7.15,20
"AUG | Plague (Field-Tested)","USD",1.02,37.04,2.09,1.31,93
"AUG | Plague (Minimal Wear)","USD",1.89,38.3,4.84,3.09,34
"AUG | Plague (Well-Worn)","USD",1.04,1.72,1.24,1.16,11
"AUG | Radiation Hazard (Factory New)","USD",11.9,123.92,25.09,13.85,25
"AUG | Radiation Hazard (Field-Tested)","USD",4.55,41.69,8.56,6.0,24
"AUG | Radiation Hazard (Minimal Wear)","USD",6.6,11.71,8.77,8.7,17
"AUG | Random Access (Battle-Scarred)","USD",1.02,29.26,11.59,4.48,3
"AUG | Random Access (Factory New)","USD",11.03,178.04,26.67,13.68,22
"AUG | Random Access (Field-Tested)","USD",1.3,62.13,7.85,2.6,26
"AUG | Random Access (Minimal Wear)","USD",2.14,60.94,12.96,6.18,30
"AUG | Random Access (Well-Worn)","USD",1.08,1.08,1.08,1.08,1
"AUG | Ricochet (Battle-Scarred)","USD",0.2,2.76,0.49,0.22,13
"AUG | Ricochet (Factory New)","USD",1.37,38.3,8.34,5.96,51
"AUG | Ricochet (Field-Tested)","USD",0.17,5.97,0.57,0.22,193
"AUG | Ricochet (Minimal Wear)","USD",0.41,8.44,1.47,1.12,89
"AUG | Ricochet (Well-Worn)","USD",0.23,7.13,0.99,0.81,28
"AUG | Sand Storm (Factory New)","USD",108.73,221.05,138.11,115.3,18
"AUG | Sand Storm (Field-Tested)","USD",68.7,180.87,87.42,74.4,9
"AUG | Sand Storm (Minimal Wear)","USD",77.28,319.88,153.54,136.24,7
"AUG | Snake Pit (Battle-Scarred)","USD",0.02,2.39,1.03,0.11,73
"AUG | Snake Pit (Factory New)","USD",0.26,16.38,2.6,1.97,162
"AUG | Snake Pit (Field-Tested)","USD",0.04,4.07,0.39,0.1,488
"AUG | Snake Pit (Minimal Wear)","USD",0.1,5.84,0.49,0.17,333
"AUG | Snake Pit (Well-Worn)","USD",0.04,2.92,0.41,0.1,53
"AUG | Spalted Wood (Battle-Scarred)","USD",3.58,8.65,5.01,4.41,6
"AUG | Spalted Wood (Factory New)","USD",4.78,47.78,12.13,6.8,35
"AUG | Spalted Wood (Field-Tested)","USD",2.45,198.95,8.13,5.35,74
"AUG | Spalted Wood (Minimal Wear)","USD",2.7,13.2,5.23,5.62,84
"AUG | Steel Sentinel (Battle-Scarred)","USD",0.05,3.78,0.82,0.22,24
"AUG | Steel Sentinel (Factory New)","USD",1.55,41.31,6.69,4.78,30
"AUG | Steel Sentinel (Field-Tested)","USD",0.08,0.54,0.24,0.3,130
"AUG | Steel Sentinel (Minimal Wear)","USD",0.23,5.97,1.08,0.61,47
"AUG | Steel Sentinel (Well-Worn)","USD",0.06,2.39,0.25,0.22,85
"AUG | Storm (Battle-Scarred)","USD",0.02,4.42,0.05,0.02,1407
"AUG | Storm (Factory New)","USD",2.37,11.05,5.02,4.65,9
"AUG | Storm (Field-Tested)","USD",0.02,4.42,0.06,0.02,7266
"AUG | Storm (Minimal Wear)","USD",0.04,5.95,0.3,0.17,336
"AUG | Storm (Well-Worn)","USD",0.02,4.07,0.06,0.04,1134
"AUG | Stymphalian (Battle-Scarred)","USD",3.99,13.14,6.88,4.82,18
"AUG | Stymphalian (Factory New)","USD",14.11,133.17,27.53,16.17,35
"AUG | Stymphalian (Field-Tested)","USD",4.13,89.62,6.42,4.65,161
"AUG | Stymphalian (Minimal Wear)","USD",5.5,301.7,25.28,7.44,56
"AUG | Stymphalian (Well-Worn)","USD",4.17,59.05,17.49,9.01,12
"AUG | Surveillance (Battle-Scarred)","USD",0.49,1.52,0.78,0.76,45
"AUG | Surveillance (Factory New)","USD",0.74,29.86,4.49,2.39,162
"AUG | Surveillance (Field-Tested)","USD",0.47,9.46,2.2,0.97,331
"AUG | Surveillance (Minimal Wear)","USD",0.5,29.81,2.31,1.04,218
"AUG | Surveillance (Well-Worn)","USD",0.48,3.73,2.34,1.95,49
"AUG | Sweeper (Battle-Scarred)","USD",0.02,4.1,0.06,0.04,1020
"AUG | Sweeper (Factory New)","USD",0.07,31.05,1.43,0.51,480
"AUG | Sweeper (Field-Tested)","USD",0.02,17.92,0.05,0.04,7821
"AUG | Sweeper (Minimal Wear)","USD",0.02,3.44,0.57,0.04,1227
"AUG | Sweeper (Well-Worn)","USD",0.02,4.1,0.06,0.04,502
"AUG | Syd Mead (Battle-Scarred)","USD",11.0,13.56,11.69,11.36,8
"AUG | Syd Mead (Factory New)","USD",40.23,291.94,100.29,53.77,13
"AUG | Syd Mead (Field-Tested)","USD",11.15,143.38,28.82,11.79,114
"AUG | Syd Mead (Minimal Wear)","USD",11.49,180.25,17.97,15.12,63
"AUG | Syd Mead (Well-Worn)","USD",10.74,30.65,14.27,11.49,20
"AUG | Tom Cat (Battle-Scarred)","USD",0.17,2.99,0.43,0.3,76
"AUG | Tom Cat (Factory New)","USD",0.8,35.83,5.94,3.38,28
"AUG | Tom Cat (Field-Tested)","USD",0.25,15.77,0.86,0.33,412
"AUG | Tom Cat (Minimal Wear)","USD",0.23,11.94,0.75,0.81,301
"AUG | Tom Cat (Well-Worn)","USD",0.19,0.86,0.61,0.6,29
"AUG | Torque (Battle-Scarred)","USD",6.0,273.7,73.78,7.72,4
"AUG | Torque (Factory New)","USD",14.52,172.06,38.67,22.13,29
"AUG | Torque (Field-Tested)","USD",5.8,35.45,10.08,8.07,18
"AUG | Torque (Minimal Wear)","USD",12.53,23.89,16.49,15.38,12
"AUG | Torque (Well-Worn)","USD",7.05,11.95,9.06,8.85,5
"AUG | Trigger Discipline (Battle-Scarred)","USD",0.1,5.13,0.92,0.59,11
"AUG | Trigger Discipline (Factory New)","USD",1.34,70.43,7.62,3.01,14
"AUG | Trigger Discipline (Field-Tested)","USD",0.16,0.82,0.26,0.2,26
"AUG | Trigger Discipline (Minimal Wear)","USD",0.36,2.39,0.69,0.53,12
"AUG | Trigger Discipline (Well-Worn)","USD",0.12,1.19,0.23,0.14,30
"AUG | Triqua (Battle-Scarred)","USD",0.16,4.48,0.62,0.19,77
"AUG | Triqua (Factory New)","USD",1.45,40.03,8.79,4.77,21
"AUG | Triqua (Field-Tested)","USD",0.31,14.34,1.61,0.72,150
"AUG | Triqua (Minimal Wear)","USD",0.32,9.64,0.86,0.38,66
"AUG | Triqua (Well-Worn)","USD",0.16,4.47,0.73,0.54,161
"AUG | Wings (Factory New)","USD",17.97,750.92,57.07,32.15,62
"AUG | Wings (Minimal Wear)","USD",17.13,107.54,41.29,30.92,9
"Austin 2025 Ancient Souvenir Package","USD",3.32,8.35,5.29,5.78,22
"Austin 2025 Anubis Souvenir Highlight Package","USD",3.7,15.12,4.34,4.18,315
"Austin 2025 Anubis Souvenir Package","USD",3.42,8.72,6.01,5.97,6
"Austin 2025 Challengers Autograph Capsule","USD",0.38,1.22,0.59,0.6,76
"Austin 2025 Challengers Sticker Capsule","USD",0.37,2.69,0.6,0.45,347
"Austin 2025 Champions Autograph Capsule","USD",0.29,1.22,0.59,0.43,151
"Austin 2025 Contenders Autograph Capsule","USD",0.35,0.96,0.48,0.42,56
"Austin 2025 Contenders Sticker Capsule","USD",0.41,7.11,0.75,0.72,660
"Austin 2025 Dust II Souvenir Highlight Package","USD",2.53,21.04,4.88,4.33,615
"Austin 2025 Dust II Souvenir Package","USD",2.98,8.23,3.55,3.45,334
"Austin 2025 Inferno Souvenir Highlight Package","USD",2.5,3.98,2.94,2.66,8
"Austin 2025 Inferno Souvenir Package","USD",2.63,5.26,3.47,2.74,9
"Austin 2025 Legends Autograph Capsule","USD",0.38,1.25,0.72,0.6,153
"Austin 2025 Legends Sticker Capsule","USD",0.45,0.98,0.62,0.57,330
"Austin 2025 Mirage Souvenir Highlight Package","USD",2.72,15.41,7.61,7.77,869
"Austin 2025 Mirage Souvenir Package","USD",3.35,8.22,4.84,4.3,161
"Austin 2025 Nuke Souvenir Highlight Package","USD",3.45,7.13,5.65,6.45,32
"Austin 2025 Nuke Souvenir Package","USD",3.73,3.73,3.73,3.73,1
"Austin 2025 Train Souvenir Highlight Package","USD",4.77,9.75,6.54,6.67,82
"Austin 2025 Train Souvenir Package","USD",4.76,4.77,4.77,4.77,8
"Austin 2025 Viewer Pass","USD",8.83,20.48,12.58,10.74,90
"Austin 2025 Viewer Pass + 3 Souvenir Tokens","USD",14.86,110.17,28.44,19.11,26
"Autograph Capsule | Challengers (Foil) | Atlanta 2017","USD",93.82,99.17,96.5,96.5,2
"Autograph Capsule | Challengers (Foil) | Cluj-Napoca 2015","USD",65.6,308.28,117.65,75.67,12
"Autograph Capsule | Challengers (Foil) | Cologne 2016","USD",64.51,153.62,133.17,143.38,7
"Autograph Capsule | Challengers (Foil) | MLG Columbus 2016","USD",56.31,205.52,85.35,68.27,39
"Autograph Capsule | Cloud9 | Cluj-Napoca 2015","USD",18.64,18.64,18.64,18.64,1
"Autograph Capsule | Cloud9 G2A | Cologne 2015","USD",8.2,16.73,9.13,8.82,18
"Autograph Capsule | Cloud9 | MLG Columbus 2016","USD",15.77,15.77,15.77,15.77,2
"Autograph Capsule | Counter Logic Gaming | Cluj-Napoca 2015","USD",9.18,29.87,9.69,9.18,40
"Autograph Capsule | Counter Logic Gaming | MLG Columbus 2016","USD",41.01,53.29,51.39,53.29,9
"Autograph Capsule | FaZe Clan | Atlanta 2017","USD",18.75,18.75,18.75,18.75,2
"Autograph Capsule | FaZe Clan | Cologne 2016","USD",19.88,30.72,27.11,30.72,3
"Autograph Capsule | FaZe Clan | MLG Columbus 2016","USD",8.07,8.88,8.79,8.88,10
"Autograph Capsule | Flipsid3 Tactics | Atlanta 2017","USD",17.92,77.07,63.66,70.9,7
"Autograph Capsule | Flipsid3 Tactics | Cluj-Napoca 2015","USD",16.73,22.3,17.09,16.73,19
"Autograph Capsule | Flipsid3 Tactics | Cologne 2015","USD",24.67,24.67,24.67,24.67,1
"Autograph Capsule | Flipsid3 Tactics | Cologne 2016","USD",3880.51,3880.51,3880.51,3880.51,1
"Autograph Capsule | Fnatic | Atlanta 2017","USD",7.52,14.55,11.32,11.87,6
"Autograph Capsule | Fnatic | Cluj-Napoca 2015","USD",5.17,15.63,7.48,5.62,5
"Autograph Capsule | Fnatic | Cologne 2015","USD",4.47,11.94,6.64,5.64,60
"Autograph Capsule | Fnatic | Cologne 2016","USD",8.75,27.53,15.01,9.55,5
"Autograph Capsule | Fnatic | MLG Columbus 2016","USD",9.07,9.07,9.07,9.07,1
"Autograph Capsule | G2 Esports | Atlanta 2017","USD",15.53,23.9,18.42,17.92,31
"Autograph Capsule | G2 Esports | Cluj-Napoca 2015","USD",9.97,77.07,52.01,77.07,8
"Autograph Capsule | Gambit Gaming | Atlanta 2017","USD",10.14,16.72,11.79,10.16,4
"Autograph Capsule | Gambit Gaming | Cologne 2016","USD",41.29,41.29,41.29,41.29,1
"Autograph Capsule | Gambit Gaming | MLG Columbus 2016","USD",10.75,10.75,10.75,10.75,1
"Autograph Capsule | GODSENT | Atlanta 2017","USD",6.92,12.53,10.1,9.56,10
"Autograph Capsule | Group A (Foil) | Cologne 2015","USD",20.43,31.93,27.42,28.32,7
"Autograph Capsule | Group B (Foil) | Cologne 2015","USD",28.38,47.42,35.64,35.83,19
"Autograph Capsule | Group C (Foil) | Cologne 2015","USD",28.38,53.26,37.05,33.3,4
"Autograph Capsule | Group D (Foil) | Cologne 2015","USD",28.38,41.81,33.5,29.32,13
"Autograph Capsule | HellRaisers | Atlanta 2017","USD",11.06,15.37,13.22,13.22,2
"Autograph Capsule | Legends (Foil) | Atlanta 2017","USD",94.39,204.82,133.83,100.85,6
"Autograph Capsule | Legends (Foil) | Cluj-Napoca 2015","USD",29.86,205.52,62.31,39.51,46
"Autograph Capsule | Legends (Foil) | Cologne 2016","USD",43.92,77.55,62.24,62.96,6
"Autograph Capsule | Legends (Foil) | MLG Columbus 2016","USD",36.24,154.14,62.26,47.78,19
"Autograph Capsule | Luminosity Gaming | Cluj-Napoca 2015","USD",71.93,79.12,74.33,71.93,6
"Autograph Capsule | Luminosity Gaming | Cologne 2015","USD",13.08,13.31,13.14,13.08,4
"Autograph Capsule | Luminosity Gaming | MLG Columbus 2016","USD",10.74,11.61,11.36,11.61,17
"Autograph Capsule | mousesports | Atlanta 2017","USD",99.59,99.59,99.59,99.59,2
"Autograph Capsule | mousesports | Cluj-Napoca 2015","USD",134.89,836.41,386.47,295.13,7
"Autograph Capsule | mousesports | Cologne 2015","USD",19.11,24.38,21.28,19.45,5
"Autograph Capsule | mousesports | Cologne 2016","USD",16.36,24.77,20.56,20.56,2
"Autograph Capsule | mousesports | MLG Columbus 2016","USD",9.75,9.75,9.75,9.75,1
"Autograph Capsule | Natus Vincere | Atlanta 2017","USD",17.98,23.9,21.5,22.7,5
"Autograph Capsule | Natus Vincere | Cluj-Napoca 2015","USD",8.56,71.93,27.6,18.29,14
"Autograph Capsule | Natus Vincere | Cologne 2015","USD",9.55,10.36,9.87,9.64,42
"Autograph Capsule | Natus Vincere | Cologne 2016","USD",15.53,32.91,22.27,20.31,9
"Autograph Capsule | Natus Vincere | MLG Columbus 2016","USD",6.34,10.74,10.11,10.73,7
"Autograph Capsule | Ninjas in Pyjamas | Cluj-Napoca 2015","USD",9.07,27.06,24.06,27.06,6
"Autograph Capsule | Ninjas in Pyjamas | Cologne 2015","USD",4.23,11.78,6.06,5.44,41
"Autograph Capsule | North | Atlanta 2017","USD",11.47,13.31,12.77,12.95,12
"Autograph Capsule | OpTic Gaming | Cologne 2016","USD",53.7,53.7,53.7,53.7,1
"Autograph Capsule | Renegades | Cologne 2015","USD",6.76,12.79,8.83,8.32,58
"Autograph Capsule | SK Gaming | Cologne 2016","USD",8.94,8.94,8.94,8.94,2
"Autograph Capsule | Splyce | MLG Columbus 2016","USD",10.16,26.17,11.92,11.95,23
"Autograph Capsule | Team Dignitas | Cluj-Napoca 2015","USD",107.39,205.52,168.57,154.14,12
"Autograph Capsule | Team Dignitas | Cologne 2016","USD",106.12,71692.1,35899.12,35899.12,2
"Autograph Capsule | Team eBettle | Cologne 2015","USD",23.55,23.55,23.55,23.55,1
"Autograph Capsule | Team EnVyUs | Atlanta 2017","USD",15.53,65.79,28.45,16.72,7
"Autograph Capsule | Team EnVyUs | Cluj-Napoca 2015","USD",5.58,19.11,13.85,10.51,92
"Autograph Capsule | Team EnVyUs | Cologne 2015","USD",6.07,24.52,12.28,8.35,42
"Autograph Capsule | Team EnVyUs | Cologne 2016","USD",25.73,53.77,47.84,53.77,14
"Autograph Capsule | Team EnVyUs | MLG Columbus 2016","USD",17.91,17.91,17.91,17.91,1
"Autograph Capsule | Team Immunity | Cologne 2015","USD",17.03,21.57,19.5,19.7,4
"Autograph Capsule | Team Kinguin | Cologne 2015","USD",8.2,15.53,10.34,9.51,5
"Autograph Capsule | Team Liquid | Atlanta 2017","USD",19.91,28.88,23.19,20.19,7
"Autograph Capsule | Team Liquid | Cluj-Napoca 2015","USD",16.73,82.21,59.21,82.21,8
"Autograph Capsule | Team Liquid | Cologne 2016","USD",26.14,59.74,34.66,26.39,4
"Autograph Capsule | Team Liquid | MLG Columbus 2016","USD",11.95,16.48,15.83,15.98,14
"Autograph Capsule | Team SoloMid | Cluj-Napoca 2015","USD",13.13,29.87,22.25,23.73,3
"Autograph Capsule | Team SoloMid | Cologne 2015","USD",5.13,15.99,8.01,5.95,19
"Autograph Capsule | Titan | Cluj-Napoca 2015","USD",38.24,102.76,61.09,47.68,14
"Autograph Capsule | Titan | Cologne 2015","USD",28.51,118.29,53.57,47.01,10
"Autograph Capsule | Vexed Gaming | Cluj-Napoca 2015","USD",14.49,22.7,19.87,20.31,6
"Autograph Capsule | Virtus.Pro | Atlanta 2017","USD",13.75,33.05,20.28,14.02,3
"Autograph Capsule | Virtus.Pro | Cluj-Napoca 2015","USD",7.77,22.69,9.57,8.36,69
"Autograph Capsule | Virtus.Pro | Cologne 2015","USD",6.69,43.0,9.92,6.69,31
"Autograph Capsule | Virtus.Pro | Cologne 2016","USD",9.27,9.27,9.27,9.27,1
"Autograph Capsule | Virtus.Pro | MLG Columbus 2016","USD",16.72,17.24,16.98,16.98,2
"Sticker | nettik (Holo) | Austin 2025","USD",0.57,2.89,1.39,0.91,5
"Sticker | New Sheriff (Foil)","USD",22.62,25.08,22.87,22.62,10
